company_name,company_number,category,website
АмегаОмск,+7 (983) 526-54-11,Агентства недвижимости,[]
Три Кита,+7 (904) 320-01-14,Жильё посуточно,[]
Mr. Profi,+7 (933) 993-88-84,Агентства недвижимости,[]
Новые технологии 21,+7 (913) 971-03-22,Агентства недвижимости,[]
Квартирное бюро,+7 (908) 319-46-74,Агентства недвижимости,[]
Омская Квартира,+7 (913) 973-70-67,Агентства недвижимости,[]
Златоград,+7 (913) 684-84-58,Агентства недвижимости,[]
Мета,+7 (968) 101-00-01,Агентства недвижимости,[]
Жизнь города,+7 (913) 960-59-93,Агентства недвижимости,[]
Актив-Центр,+7 (933) 304-00-14,Агентства недвижимости,[]
Славянский дом,+7 (913) 148-27-22,Агентства недвижимости,[]
Ипотека-центр,+7 (904) 823-75-32,Агентства недвижимости,[]
Белый шмель,+7 (904) 322-39-07,Агентства недвижимости,[]
Mr profi,+7 (933) 933-88-84,Агентства недвижимости,[]
Агентство недвижимости,+7 (908) 114-61-43,Агентства недвижимости,[]
Омск-сутки,+7 (905) 922-59-99,Агентства недвижимости,[]
Светлый дом,+7 (950) 792-06-12,Агентства недвижимости,[]
ПК Доступное жильё,+7 (951) 402-42-42,Агентства недвижимости,[]
Ключ 55,+7 (913) 145-01-12,Агентства недвижимости,[]
Все дома development,+7 (962) 058-38-80,Загородное строительство,[]
Эксперты Недвижимости,+7 (962) 046-22-72 (доб. 633234),Агентства недвижимости,[]
Комфортный дом,+7 (950) 959-18-57,Агентства недвижимости,[]
СОВ-Риелт,+7 (904) 827-69-44,Агентства недвижимости,[]
Семья,+7 (908) 105-73-34,Агентства недвижимости,[]
Максидом,+7 (962) 054-41-01,Агентства недвижимости,[]
Регион-сервис55,+7 (953) 394-11-90,Агентства недвижимости,[]
Славянка,+7 (913) 652-56-10,Агентства недвижимости,[]
Риэлтор Багбая Е. Г.,+7 (904) 584-42-98,Агентства недвижимости,[]
Евгения,+7 (904) 324-01-03,Агентства недвижимости,[]
Деловой центр Бизнес-Сити,+7 (962) 058-88-08,Земельные участки,[]
Пфафф и партнёры,+7 (965) 872-37-77,Агентства недвижимости,[]
Квартиры посуточно,+7 (913) 615-66-50,Агентства недвижимости,[]
Городской центр межевания,+7 (908) 799-02-10,Кадастровые работы,[]
ГородОКс,+7 (983) 527-05-55,Агентства недвижимости,[]
Банковский партнёр,+7 (908) 102-45-48,Агентства недвижимости,[]
"Исключительное, городское Агентство недвижимости",+7 (908) 808-49-92,Агентства недвижимости,[]
Прайд,+7 (933) 992-84-59,Агентства недвижимости,[]
Омск риэлт,+7 (908) 316-15-23,Агентства недвижимости,[]
ГлавСтрой,+7 (901) 262-10-55,Агентства недвижимости,[]
Базис,+7 (913) 608-15-30,Агентства недвижимости,[]
Городское кадастровое агентство,+7 (913) 973-08-18,Кадастровые работы,[]
Re'конструкция,+7 (923) 825-05-05,Рестораны,https://re-omsk.ru/
Pine bar,+7 (913) 148-97-97,"Бары, пабы",http://www.pinebar.ru/
Oldman Pub,+7 (900) 670-81-81,"Бары, пабы",https://neformatomsk.ru/oldmanpub
Викинг,+7 (906) 991-83-22,"Бары, пабы",[]
Доски,+7 (913) 060-00-82,"Бары, пабы",http://www.bardoski.ru/
Пинта Паб,+7 (909) 535-65-81,"Бары, пабы",http://www.pinta-pub55.ru/
Корова на бочке,+7 (903) 927-61-56,Рестораны,https://korova55.ru/
Нппо,+7 (996) 575-55-55,"Бары, пабы",[]
Бир Кингдом,+7 (913) 149-01-01,"Бары, пабы",[]
Питер@Pan,+7 (913) 149-90-14,"Бары, пабы",[]
Пентхаус Марка Миллера,+7 (950) 950-94-49,Рестораны,http://markmiller.ru/
Пушка,+7 (962) 050-21-78,Рестораны,[]
Давай Покрепче,+7 (902) 822-84-24,Кальян-бары,http://omsk.davaipokrepche.ru/
Некрасов,+7 (913) 635-36-37,Рестораны,https://nekrasov-rest.ru/
Andy Show,+7 (950) 786-85-05,Стриптиз-клубы,https://andyshow.ru/
У Пушкина,+7 (913) 154-11-79,Рестораны,http://www.pushkinka.ru/
Ночной дозор,+7 (923) 039-56-88,"Бары, пабы",[]
9 Ярдов,+7 (906) 990-80-05,Рестораны,[]
Lounge bar Kontrast,+7 (913) 634-45-88,Кальян-бары,[]
Оазис,+7 (950) 950-99-87,Доставка еды,https://kafeoazis.ru/
Фрегат,+7 (961) 882-22-32,Кафе,[]
Давай покрепче,+7 (902) 677-91-64,Кальян-бары,http://omsk.davaipokrepche.ru/70let
Виви,+7 (908) 318-73-59,Магазины одежды,[]
Рукоделька,+7 (960) 987-61-80,Магазины рукоделия,https://www.rykodelka.ru/
Lidiya Boutique,+7 (913) 967-79-85,Магазины рукоделия,http://lidiyaboutique.com/
Ирина,+7 (968) 105-99-11,Пошив одежды,http://omsk-atelie.ru/
Всё для рукоделия,+7 (908) 112-42-08,Магазины рукоделия,[]
Sтудия STрельбицкой Натальи,+7 (905) 921-70-79,Пошив одежды,[]
Швейные машины,+7 (913) 975-33-38,Швейные и вязальные машины,[]
21 Век,+7 (923) 760-33-08,Ветклиники,https://21-vek-vet.ru/?utm_source=yandex_maps
Авета,+7 (913) 671-86-89,Ветклиники,[]
Велес,+7 (923) 680-54-63,Ветклиники,[]
Ветеринарная клиника,+7 (908) 791-41-64,Ветклиники,http://www.vet-sotnikova.ru/
Томас,+7 (923) 677-44-43,Ветклиники,http://www.tomas55.ru/
Хатико,+7 (950) 952-35-07,Ветклиники,http://vet-hatiko.ru/
АнимА,+7 (908) 318-66-34,Ветклиники,https://animaomsk.ru/
Чудо с хвостиком,+7 (905) 941-42-43,Ветклиники,https://чудосхвостиком.рф/
СитиВет,+7 (908) 800-17-57,Ветклиники,https://sitivet.webnode.ru/
Жизнь,+7 (950) 336-99-58,Ветклиники,https://centrdevita.com/
Ветеринарная клиника доктора Мельниковой,+7 (901) 108-96-73,Ветклиники,https://doktora-melnikovoj-vet.ru/?utm_source=yandex_maps
Живаго,+7 (901) 108-93-49,Ветклиники,https://zhivago-vet.ru/veterinarnyj_tsentr_zhivago_v_tsentralnom_administrativnom_okruge/?utm_source=yandex_maps
КардиоВет,+7 (951) 415-74-99,Ветклиники,https://cardio-vet.ru/
Вита,+7 (908) 110-15-15,Ветклиники,[]
Энигма,+7 (913) 619-34-89,Ветклиники,http://enigmavetclinic.ru/
Sinta-Vet,+7 (933) 993-17-71,Ветклиники,http://www.vet-s.mya5.ru/
Мистер Дворик,+7 (951) 414-29-79,Ветклиники,[]
Чудо с хвостиком,+7 (950) 959-40-03,Ветклиники,https://чудосхвостиком.рф/
Атлант,+7 (908) 802-41-02,Ветклиники,[]
VetExotic,+7 (961) 884-96-66,Ветклиники,[]
Крокодил,+7 (923) 679-98-82,Ветклиники,[]
Shanti,+7 (999) 327-14-88,Ветклиники,[]
Абсолют-вет,+7 (904) 581-30-63,Ветклиники,[]
ВетЭндоЦентр,+7 (913) 971-48-88,Ветклиники,[]
Жизнь,+7 (902) 677-32-87,Ветклиники,http://www.centrdevita.com/
Барс и К,+7 (951) 402-11-55,Ветклиники,[]
Астарта,+7 (904) 823-58-88,Ветклиники,[]
Ветеринарный лечебно-профилактический комплекс,+7 (951) 418-88-47,Ветклиники,[]
Ветеринарная клиника,+7 (904) 583-17-52,Ветклиники,[]
Снежный Барс,+7 (999) 326-32-61,Ветклиники,https://snezhnyj-bars-1-ja-tramvajnaja-ulitsa.clients.site/
Ветеринарный кабинет доктора Пильщик Е. В.,+7 (923) 688-64-44,Ветклиники,[]
ZооДоктор,+7 (900) 672-13-26,Ветклиники,[]
Абсолют-Вет,+7 (913) 961-80-68,Ветклиники,[]
Добрый доктор,+7 (908) 107-36-40,Ветклиники,[]
Котопес,+7 (904) 825-25-27,Ветклиники,[]
В мире животных,+7 (900) 675-25-64,Ветклиники,[]
Зоокаприз,+7 (950) 213-96-17,Зоосалоны,[]
Ветеринарная помощь,+7 (904) 585-45-92,Ветклиники,[]
Ваш доктор Вет,+7 (965) 987-13-13,Ветклиники,[]
Ветеринарный кабинет,+7 (903) 982-82-61,Ветклиники,[]
Авиценна,+7 (904) 327-70-77 (доб. 597077),Ветклиники,[]
Доктор Айболит,+7 (962) 046-54-66,Ветклиники,[]
Zooвита,+7 (965) 983-13-70,Ветклиники,[]
Баст,+7 (906) 919-73-98,Ветклиники,[]
Забота,+7 (904) 825-18-43,Ветклиники,[]
Рыжий кот,+7 (908) 795-43-88,Ветклиники,[]
Социальный ветеринарный кабинет,+7 (908) 792-38-21,Ветклиники,[]
Зоогалерея,+7 (904) 326-33-62,Зоомагазины,[]
Доктор Котя,+7 (905) 098-27-17,Ветклиники,[]
Cronwell Park Ника,+7 (991) 381-09-81,Гостиницы,http://nika.cronwell.com/
Аура,+7 (901) 108-95-62,Гостиницы,https://aura-sauna.ru/
Отель 41,+7 (965) 977-99-77,Гостиницы,[]
BigBen,+7 (950) 952-86-20,Гостиницы,http://bigben.my1.ru/
Чемодан,+7 (913) 651-81-99,Гостиницы,[]
Чей Чемодан?,+7 (950) 796-71-11,Гостиницы,[]
Мини-Отель Бета,+7 (904) 323-59-75,Гостиницы,[]
RENT-сервис на Карла Маркса 31,+7 (977) 090-02-13,Гостиницы,https://prival55.su/
Комфорт апартаменты,+7 (905) 922-85-62,Жильё посуточно,[]
Studio Delux,+7 (908) 313-08-73,Гостиницы,[]
Geo,+7 (918) 007-41-02,Гостиницы,[]
Апартаменты в центре Красный путь 145,+7 (913) 654-10-10,Гостиницы,[]
Апартаменты Берлога55 на 5 Армии - люкс,+7 (923) 681-82-11,Гостиницы,[]
Апартаменты VIP airport,+7 (913) 621-78-08,Гостиницы,[]
Чей Чемодан на улице Стачечная,+7 (904) 821-27-64,Гостиницы,[]
Апартаменты центр Омска,+7 (904) 829-72-72,Гостиницы,[]
Апартаменты центр Города Ленина 53,+7 (913) 679-50-40,Гостиницы,[]
Маяк,+7 (913) 978-86-91,Гостиницы,[]
На берегу,+7 (904) 824-50-55,Гостиницы,[]
Апартаменты на Иртышской набережной 25,+7 (913) 670-00-88,Гостиницы,[]
Happy House Уютная квартира-студия в центре Левобережья,+7 (913) 145-89-62,Гостиницы,[]
Апартаменты Comfort Dve komnatnii,+7 (961) 884-46-68,Гостиницы,[]
Апартаменты на Съездовской улице 50,+7 (906) 919-00-88,Гостиницы,[]
Мечта,+7 (962) 058-32-73,Сауны,https://na-panfilova.2gis.biz/
Гусар,+7 (913) 964-27-61,Гостиницы,[]
Апартаменты Сталинка Напротив Пушкинки,+7 (913) 970-19-24,Гостиницы,[]
На Восточной,+7 (965) 870-66-66,Гостиницы,[]
Апартаменты Берлога 55 Красный Путь 105,+7 (950) 339-63-86,Гостиницы,[]
Апартаменты ВездеДома Квартира в самом центре Омска,+7 (916) 868-36-24,Гостиницы,[]
Апартаменты в Самом центре Омска,+7 (913) 631-05-88,Гостиницы,[]
Легенда,+7 (962) 050-78-80,Гостиницы,[]
Апартаменты Happy House - Светлая Студия в центре,+7 (996) 766-84-54,Гостиницы,[]
RENT-сервис на Жукова 144,+7 (930) 333-01-74,Апартаменты,[]
Апартаменты на 10 лет Октября 111,+7 (904) 325-09-23,Гостиницы,[]
Ikondesign,+7 (908) 808-81-99,Дизайн интерьеров,http://ikon-design.ru/
